CODID,SMILE,bgs
2222184,O1C(OC(=O)C(C1=O)=CNc1ccc(cc1)C(=O)C)(C)C,2.43
7154919,O=C(OC(C)C)N(NC(=O)OC(C)C)/C(=C\C1CCCCC1)N(=O)=O,2.85
4028458,[S+](C(=N#N)C(=O)OCC)(C)C.S(=O)(=O)([O-])C(F)(F)F,2.64
2104175,OCCCN,5.58
2205727,[Zn]12(OC(=O)c3ccccc3[O]1CC(=O)O2)([OH2])[O]=C1O[Zn]2([O](c3c1cccc3)CC(=O)O2)[OH2],3.13
7207462,c1ccc2cc(ccc2n1)C.OC(=O)/C=C/C(=O)O.c1ccc2cc(ccc2n1)C,2.65
7151989,N12C(=O)[C@](C[C@H]1CO[C@@H]2c1ccccc1)(C(=O)OCC)CC#N,4.23
7153298,Clc1ccc(S(=O)(=O)CC2(OOC3(OC2)CCCCC3)c2ccccc2)cc1.O=CN(C)C,3.29
4506880,O=C1C(=CC(=C(c2ccc(C)cc2)c2ccc(cc2)C)C=C1C)C,1.75
2227318,O1N=N(c2ccccc2)=C(C1=O)C1=CC(=O)[C@@H]([C@H](C1)c1ccc2OCOc2c1)C(=O)OCC.O1N=N(c2ccccc2)=C(C1=O)C1=CC(=O)[C@H]([C@@H](C1)c1ccc2OCOc2c1)C(=O)OCC,1.54
1511975,O=C(c1ccc2ccccc2c1)/C(=C/C1CCCCC1)C,2.82
2226660,C(c1ccc(C[NH3+])cc1)[NH3+].[Br-].[Br-],3.16
2206377,COC(=O)[C@@H]1OC(C)(C)O[C@H]1[C@@H]1[C@@H](C#N)OC(C)(C)O1,4.55
7200842,C1OCCOC1,5.73
4076349,[Mo]123456(C#[O])(C#[O])([CH](C(=O)OC)=[CH]1C2)[cH]1[cH]6[cH]5[cH]4[cH]31C(=O)OC,2.44
7103409,O1C(O[C@H]2[C@@H]1[C@@H]1C(=C([C@H]2C=C1)C#N)C#N)(C)C,2.37
7204070,IC1=C(I)SC(=C2SC3=C(S2)SCCS3)S1.[I-](I)I.C1(=C(I)SC(=C2SC3=C(S2)SCCS3)S1)I,0.0
7108610,[Si@@H](c1ccccc1OC)(c1c2c(ccc1)cccc2)C,3.14
4021461,O1[C@@]2(CCC[C@](C2)(C(=O)OC)[C@@]1(CC)COC(=O)c1cccc(Cl)c1)CO.O1[C@]2(CCC[C@@](C2)(C(=O)OC)[C@]1(CC)COC(=O)c1cccc(Cl)c1)CO,3.59
4067987,[P](F)(F)(F)(F)(=C1N(C)CCN1C)C,4.17
1503281,[Hg]([Cl][Hg]1(Cl)[n]2c3ccccc3ccc2C=[N]1[N]1=Cc2[n]([Hg]1([Cl][Hg](Cl)(Cl)[Cl][Hg]1(Cl)[n]3c4ccccc4ccc3C=[N]1[N]1[Hg](Cl)[n]3c4ccccc4ccc3C=1)Cl)c1ccccc1cc2)(Cl)(Cl)Cl,1.74
4510516,S=C(Nc1scc(C)n1)Nc1ccccc1,2.92
2212194,O=C(n1cncc1)C,3.36
4082642,[Ru]12345([n]6ccccc6c6c1cccc6C)([CH]1=[CH]2CC[CH]3=[CH]4CC1)OC(=[O]5)C,2.29
2209916,[Mo]12345([Mo]6789([cH]%10[cH]6[cH]7[c]8([cH]9%10)C[c]61[cH]2[cH]3[cH]4[cH]56)(C#[O])(C#[O])C#[O])(C#[O])(C#[O])C#[O],2.13
4021779,C12([C@]3([C@@]1(c1c(C2(c2c3cccc2)CC)cccc1)CC)CC)CC,3.76
4513635,c1(Br)c(c(c(c(c1F)F)Br)F)F.c1cc2cccc3ccc4cccc1c4c23,2.52
4100902,C12c3ccccc3C(=Nc3ccc(cc3)Cc3ccc(N=C4c5ccccc5C(=Nc5ccc(cc5)Cc5ccc(N=1)cc5)c1ccccc41)cc3)c1ccccc21,1.71
7105733,o1c(N2CCCC2)nc(nc1=O)N1CCN(CC1)C#N,3.92
7153981,s1cccc1c1nc(c(nc1)C)C,2.85
7150660,O=C(N[C@@H](c1ccccc1)C)[C@@H](C)[C@@H](/C=C/C=C)C,3.76
4079348,[Mn]1234(C#[O])(C#[O])(C#[O])[c]5([cH]1[cH]2[cH]3[cH]45)C(C#N)N,3.58
2237869,Cc1ccnc2c1nccc2P(c1ccccc1)c1ccccc1,2.4
4020879,O=C1O[C@H]2OCC[C@@H]([C@H]2[C@@H]1C(=O)OC)c1ccccc1.O=C1O[C@@H]2OCC[C@H]([C@@H]2[C@H]1C(=O)OC)c1ccccc1,4.25
4500781,O=C1N(CCC1)CC(=O)N,4.55
4025291,Brc1cccc2C(=O)C[C@H](c12)[C@H]1CC(=O)c2cccc(Br)c12.Brc1cccc2C(=O)C[C@@H](c12)[C@@H]1CC(=O)c2cccc(Br)c12,2.65
2236598,O=c1c(coc2ccc(cc12)C)C=O,2.57
4083841,C1(N(C=CN1CCCSc1ccccc1)Cc1ccccc1)=[Pd](=C1N(C=CN1CCCSc1ccccc1)Cc1ccccc1)(Sc1ccccc1)Sc1ccccc1,2.16
4031834,O=N(=O)c1cnn2c1C(=C\c1ccccc1)\CC2,1.85
4076346,[CH]12=[CH](C(=O)OC)[Mo]31(C#[O])([N]#CC)(C2)(C#[O])[Br][Mo]12(C[CH]1=[CH]2C(=O)OC)(C#[O])(C#[O])([N]#CC)[Br]3,1.96
1542577,O=C1O[C@H]2C[C@]3(O[C@]2(C1)CC1=C(C(=O)C[C@@H]31)C)C,3.29
2014261,CC[NH+](CC)CC.[Cl-],5.39
2205550,O=C1CCC(=O)N1CCN1C(=O)CCC1=O,4.17
4025462,OC(=O)[C@H]1[C@@H]2[C@H](C)[C@H](C)[C@@H](C2)[C@@H]1C(=O)OC.OC(=O)[C@@H]1[C@H]2[C@@H](C)[C@@H](C)[C@H](C2)[C@H]1C(=O)OC,4.89
2211400,c1(ccccc1)N[C@@H](C)[C@@H](C(=O)C)C(=O)OCC.c1(ccccc1)N[C@H](C)[C@H](C(=O)C)C(=O)OCC,2.62
2235575,CC(=N\c1ccc(cc1)/N=C(/c1ccccn1)C)/c1ccccn1,2.35
4082209,c1(I)c(C(F)(F)C(C(F)(C(C(C(c2c(cccc2)I)(F)F)(F)F)(F)F)F)(F)F)cccc1,3.3
7225499,[O-]/N=N/c1nnn(n1)C.NNC(=[NH2+])N,2.38
7151685,Brc1c2c(c(OCc3ccccc3)nc1)cccc2N(=O)=O,1.94
4306642,[Zn]12([N](N=C(C1)C(C)(C)C)(C)C)[N](N=C(C2)C(C)(C)C)(C)C,3.89
7001750,[CrH]1234([cH]5[cH]4[cH]3[cH]2[cH]15)(C#[O])(C#[O])C#[O],3.13
4025387,c1(ccccc1)Cc1c(cccc1)N1[C@@H]2Oc3c([C@H]([C@@H]2CCC1)CN(=O)=O)cccc3.c1(ccccc1)Cc1c(cccc1)N1[C@H]2Oc3c([C@@H]([C@H]2CCC1)CN(=O)=O)cccc3,2.11
4064145,[Hg](Cl)(Cl)=C1N(C=CN1c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C,4.11
4025957,S1C(=C(SC1=C1Sc2c(S1)cc1c(c2)C(=O)N(C1=O)CCC)C(=O)OC)C(=O)OC,1.11
7214480,C(=O)(CCC(=O)O)O.CNC(=O)N.C(=O)(N)NC,4.56
4077182,c1(c(c(C)c(c(c1C)C)C)C)C,4.3
7151698,O[C@@]1([C@H](C(=O)c2ccccc2)[C@@H](COC(=O)C)CC=C1)c1ccccc1.O[C@]1([C@@H](C(=O)c2ccccc2)[C@H](COC(=O)C)CC=C1)c1ccccc1,3.03
2006624,N12CCCC[C@H]1[C@H]1C[C@@H](C2)[C@H]2NCCCC2=C1,3.75
2200543,O1[C@H]2O[C@@H](C(=C/C(=O)OCC)/[C@H]2OC1(C)C)[C@@H]1OC(OC1)(C)C,3.1
4060965,Clc1cc(ccc1)c1nccc(c1)C,3.11
2205979,[Sn]12([O]=C(O1)c1ccc(C(=O)[O-])cc1)(C)(C)OC(=[O]2)c1ccc(C(=O)O[Sn](C)C)cc1,3.35
2017859,Oc1c(C(n2cncc2)c2ccc(OC)cc2)cc2OCOc2c1,3.09
4022213,Brc1ncc(B(O)O)cc1,3.63
7208038,[Fe]12345678([c]9([cH]1[cH]2[cH]3[cH]49)/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)[cH]1[cH]8[cH]7[cH]6[cH]51,1.2
2001549,CO[C@]12CCC[C@@H]2[C@@]2([C@H]1CCC[C@H]2O)O,5.1
1501753,N(c1c(ccc(c1)C#N)C#N)(C)C(C)C,2.17
2019074,c1(cccc[nH+]1)N.C(=C\C(=O)[O-])/C(=O)[O-].C(=C\C(=O)O)/C(=O)O.c1(cccc[nH+]1)N,0.767
7150149,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](C1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C(=O)OC,4.89
4025968,O(C(=O)C1(C(=O)OCC)[C@@H](C(=O)c2ccccc2)[C@@H](O[C@@H]1c1ccccc1)c1ccccc1)CC.O(C(=O)C1(C(=O)OCC)[C@H](C(=O)c2ccccc2)[C@H](O[C@H]1c1ccccc1)c1ccccc1)CC,3.02
2018296,O=C1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]1O.O=C1[C@@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O,3.73
7152219,ClC(Cl)Cl.O=C1N[C@H]([C@@H](N2C(=O)C[C@H](N3C(=O)C=C(OC(C)(C)C)[C@@H]3C)[C@@H]2C)C1)C,3.71
4022220,Clc1cccc(Cl)c1/C=N/c1cccc(c1c1c(cccc1/N=C/c1c(Cl)cccc1Cl)C)C,2.61
2203098,ClCCCCCCCCCCCCCCCCCl,6.29
7154383,Clc1ccc(cc1)/C=C/C=N/C(c1ccccc1)c1ccccc1,2.63
2239155,Fc1ccc(cc1)C(=O)c1ccc(c(c1)C)O,2.85
4507999,C(=O)(CCC(=O)O)O,5.13
2210918,Clc1cc(Cl)c(cc1)/C=C/C(=O)c1ccccc1,2.25
2216595,O[C@H]1CC[C@]2([C@@](O)(C1)C=C[C@@H]1[C@@H]2CC[C@]2([C@H]1[C@H]1[C@@H](C2=O)C1)C)C,3.64
7218777,O=C(N)N.OC(=O)c1cc(OC)c(O)cc1,2.68
2200642,O=C1NC(=O)C(c2ccccc12)C(C#Cc1ccccc1)C(=O)c1ccccc1,1.95
7200968,Brc1cc2C(=O)C(=O)c3cc(Br)ccc3c2cc1,1.38
4025703,Br[C@]12C=CC(=O)[C@@H]3[C@H]1[C@@H]1O[C@H]2O[C@]3(C1)C,2.68
7225746,O=C(O)c1cc(N(=O)=O)cc(C(=O)O)c1.O=C(Nc1ccccc1)N.O=C(Nc1ccccc1)N,1.55
4504001,c1(cc(c(c(F)c1)F)F)COC(=O)/C=C\C=C/C(=O)OCc1cc(c(c(F)c1)F)F,2.24
7106875,N(NC(=O)/C=C/c1ccncc1)C(=O)C1C(c2ccncc2)C(C1c1ccncc1)C(=O)NNC(=O)/C=C/c1ccncc1.O.O.O.O,2.83
4505363,S=C(N)/C(=C/c1ccc(N(CC)CC)cc1)C#N,1.73
1502025,c12ccccc1c1c(cc(c(c1C)C(=O)OC)c1cc(ccc1N(=O)=O)F)n2S(=O)(=O)c1ccccc1,1.97
7108260,Fc1c(cc(F)c(F)c1)C(=O)O,3.45
2201094,O=C([O-])[C@@H]([NH3+])CCC[NH3+].N(=O)(=O)[O-],3.63
2201566,O=C([O-])[C@H]1[NH+](C[C@H](O)C1)C,5.17
2100464,c1ccccc1[C@H]([C@H](C)NC)O,4.08
4028289,c1(ccccc1)C(=O)C(=C(C(=O)c1ccccc1)C(=O)c1ccccc1)N1CCCC1,2.31
4020760,OC[C@@H](C(=O)C[C@@H](O)c1ccccc1)C,3.82
2206120,C1(=O)C(=O)NC(=O)N1C,2.67
2010641,c1(ccn(C)n1)N(=O)=O,3.16
4031344,c1(ccccc1)C(=N\N)/C=N/O,2.8
7053867,c1(ccc(cc1)/C=C/C=N/[C@H](CO)c1ccccc1)N(C)C,2.16
7206295,O=C(O)C=C,3.79
1542882,Nc1c(c(N)c(cc1C)C)C,3.39
2208858,C(C[NH3+])CC[NH3+].[I-].[I-],4.39
7151591,[Cl-].[NH+]1(CCOCC1)CCF,5.64
4023287,[Fe]12345678([c]9([cH]1[cH]2[cH]3[cH]49)CCCCN1C=CC(=O)NC1=O)[c]1([cH]5[cH]6[cH]7[cH]81)CCCCN1C=CC(=O)NC1=O,1.47
2228294,OC(=O)Cn1ccc(cc1)=c1nnnn1,3.09
7151178,[C@]12(C(=O)[C@@H]([C@](CC1)(O)C)CC2=O)C.[C@@]12(C(=O)[C@H]([C@@](CC1)(O)C)CC2=O)C,3.1
2203258,Br[C@@H]1[C@@H]2C[C@H]([C@@H]1Br)C(=C2Br)Br,3.46
4116140,O=C(O)CC(=O)O,4.85
2105585,COc1cscc1,3.44
1518293,O[C@]1([C@H]2[C@H](OC(=O)C)C[C@@H]([C@@]32CC=C([C@H](C1)C3)C)C)C,4.52
2105563,O=C1c2ccccc2C(=O)c2c1cccc2,1.99
2235997,N#Cc1ccsc1c1sccc1C#N,2.17
1504380,ICCl,3.07
1504629,C1=C(C(c2ccccc2)N(C(=O)OC(C)C)N1C(=O)OC(C)C)C(=O)O,2.92
1501856,[Fe]123(C#[O])(C#[O])(C#[O])[CH]4[C@@]5(OCCCC5)OCC[C]1=4[CH]2=[CH]3S(=O)c1ccc(cc1)C,3.01
2008172,Clc1ccc(cc1)Cn1c(Cl)nc2c1ccc(c2)Cl,3.5
7200791,c1(cc(ccn1)C#Cc1c(F)c(F)c(F)c(F)c1F)c1cc(ccn1)C#Cc1c(F)c(F)c(F)c(F)c1F,2.81
2240851,o1cc(c(=O)c2ccccc12)CO,2.76
7035080,c1(=S)n(ccn1C/C=C/Cn1c(=S)n(cc1)C)C,3.09
7154910,c1(c(c2cc(c3ccccc3)cccc2c1c1ccccc1)C#N)c1ccccc1,1.72
7211064,[nH+]1c(N)c(N=Nc2ccccc2)ccc1N.[O-]C(=O)c1c(O)cccc1,1.75
7118347,C1([C@@H](C[C@H](C)N1)c1c(cccc1OC)OC)(C(=O)OC)C(=O)OC,3.75
2214905,O(c1c(C)c(C)ccc1)CC(=O)O,3.55
1543049,S(=O)(C)C.O1[C@H]([C@@]2(C(=NC(=O)[C@@]2([C@H]2[C@@]1(OC)CCCC2)C#N)N)C#N)c1ccccc1.S(=O)(C)C.O1[C@@H]([C@]2(C(=NC(=O)[C@]2([C@@H]2[C@]1(OC)CCCC2)C#N)N)C#N)c1ccccc1,3.27
4026065,O=C1O[C@@H]([C@H](OC(=O)c2ccccc2)C[C@H]2[C@@H]1C2(C)C)CO,3.61
4021940,C(=N\N1CCCCCC1)/C=N/N1CCCCCC1,2.59
4021045,O1[C@@]2(C(=O)CC[C@]1([C@H](O)[C@H]2C)C)C.O1[C@]2(C(=O)CC[C@@]1([C@@H](O)[C@@H]2C)C)C,3.17
7112487,N1(C2(N(C(=O)C1=O)C(C)(C)C)OC(=CC2)C)C(C)(C)C,3.32
7107659,S1C(C)([C@H](Nc2ccccc12)C#N)C,3.25
4027242,Clc1cc2C=C([C@](F)(c2cc1)C(=O)C)C(=O)OCC,2.46
4067085,C12N(C)C=CN1CC(=O)N(c1ccccc1)[Pd]1=2[n]2ccccc2c2cc(C(F)(F)F)nn12,2.32
7151903,C1(c2ccccc2c2ccccc12)COC(=O)N[C@@H](C(C)C)CO,3.3
7224997,c1(ccc2c3c1ccc1ccc(c(cc2)c31)C(=O)c1ccccc1)C(=O)c1ccccc1,2.1
4301451,n1[nH]nc(c1C#N)C#N,4.21
4336906,[Co]12345([N](C6CCCCC6)=CC=[N]1C1CCCCC1)[cH]1[cH]2[cH]5[cH]3[cH]41,1.65
2204126,Cl[C@@H]1C=C[C@@H](Cl)[C@H](OC(=O)C)[C@H]1OC(=O)C,4.66
4025242,c12sc(cc2ccc2c1ccc1c2sc(c1)CCCCCCCC)CCCCCCCC,2.92
4115548,C1CC[C@@H](C(=O)N([C@@H](C(=O)OC)CC(C)C)C)N1C(=O)[C@H](C)O,4.5
2205848,c1ccc2c(c1)cc1c(c2)cccc1.N#Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C#N,1.54
4069927,[I]([Se][P]([Fe]1234(C#[O])(C#[O])[cH]5[cH]1[cH]3[cH]4[cH]25)(OC(C)C)OC(C)C)I,2.14
7151255,N([C@@H]1[C@@H](O)[C@@H](OC)O[C@@H]([C@H]1O)CO)Cc1occc1,4.18
4025733,[C@@H]12[C@@H]([C@H]([C@@H]([C@@H](C1)OC2=O)N=N#N)OC(CC)CC)O[Si](C)(C)C(C)(C)C,3.61
4021759,C(c1ccccc1)(N(Cl)Cl)=NCl,2.72
4021337,O1C(\C=C(C)\n2nnc3ccccc23)C1(c1ccccc1)c1ccccc1,3.15
4029247,N#Cc1cccn2nnnc12,3.06
2233355,O=N(=O)c1c(C(=O)O)cc(cc1)C(=O)O,2.8
4067047,[Rh]12345(Cl)([N](=Cc6c(C1C)cccc6)C)[c]1([c]2([c]3([c]4([c]51C)C)C)C)C,1.86
4074323,S(=O)(=O)([O-])CCCn1c[n+](cc1)c1c(cc(cc1C)C)C.O,3.55
4026646,O[C@@H]1[C@@](N(C(=O)C1)Cc1ccc(OC)cc1)(C(=O)OC)[C@@H](OC(=O)C)C(C)C,3.93
4027882,CC1(C)O[C@H]2[C@@H](COC(=S)n3c4ccccc4nn3)O[C@@H]3OC(O[C@@H]3[C@H]2O1)(C)C,2.5
4070612,[Na+].O1CCOCC1.n1([BH3])cccc2ccnc12,2.82
2224776,Cc1c(cno1)C(=O)N/N=C/c1ccccc1,2.92
8100399,O1c2c(C(=O)[C@H]3[C@]1(C)[C@@H]1[C@H]3c3c(cc4oc(cc(=O)c4c3OC)C)O1)c(OC)c1c(occ1)c2.O1c2c(C(=O)[C@@H]3[C@@]1(C)[C@H]1[C@@H]3c3c(cc4oc(cc(=O)c4c3OC)C)O1)c(OC)c1c(occ1)c2,2.53
4022615,FC(F)(F)[C@](OC)(c1ccccc1)C(=O)O[C@H]1C(=C2[C@](CC1)(C)C(=O)CCCC2)C,3.6
2009925,NSC(c1ccccc1)(c1ccccc1)c1ccccc1,3.45
4022421,Clc1ccc(N2[C@@H]([C@H]([C@H]3N=CC=C[C@@H]23)C#N)C#N)cc1.Clc1ccc(N2[C@H]([C@@H]([C@@H]3N=CC=C[C@H]23)C#N)C#N)cc1,2.32
4028729,o1c2c3c(c(cc2n(Cc2ccccc2)c1=O)C(=O)OCCCC)cccc3,2.52
7006119,O=C1COC(=O)COC(=O)COC(=O)COC(=O)COC(=O)CO1,4.81
7214417,c1c(cccn1)C(=O)NCCCCCCNC(=O)c1cnccc1.C(=O)(O)CCCCCCCCCCC(=O)O,3.46
1506532,IC#CC#CI.O=C(NCc1cnccc1)C(=O)NCc1cnccc1,2.54
4078791,[Au](=C1N(C=CN1C(C)(C)C)C(C)(C)C)N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.55
7009961,O[C@H]1O[C@H]2[C@@H](O[C@@H](OC2)C)[C@H](O)[C@H]1O,5.84
4300592,S=C(SC)/C=C(\O)c1ccc(cc1)C,2.15
2240364,BrC(Br)C(=O)c1c(O)c2ccccc2oc1=O,2.42
2234994,Brc1cccc2c1C[C@H](Br)[C@@H]2OC(=O)C.Brc1cccc2c1C[C@@H](Br)[C@H]2OC(=O)C,3.97
4508708,B1(c2cccc(c2)OC(C)C)Oc2cc3c(cc2O1)OB(c1cccc(c1)OC(C)C)O3,3.08
1503635,n1c(cnc(c1)c1ccccc1)c1ccccc1,2.67
4330943,S(Cc1ccccc1)C#N,3.53
4029911,o1c(=O)c2c(O[C@@]3(OCCCC[C@H]3C2)C)cc1C.o1c(=O)c2c(O[C@]3(OCCCC[C@@H]3C2)C)cc1C,3.36
2213082,O=C1n2c3c(c4ccc(c(OC1)c24)C=O)cccc3,2.43
4061023,BrB([Fe]1234(C#[O])(C#[O])[cH]5[cH]4[cH]3[cH]2[cH]15)[c]12[cH]3[cH]4[cH]5[cH]1[Fe]23456789[cH]1[cH]6[cH]7[cH]8[cH]19,2.1
2232523,S1C(=S)SC2SC3=C(C(=O)c4c(C3=O)cccc4)SC1=2,0.722
1519845,O1CCN(CC1)c1nc(ccc1)C=O,2.03
4507211,[NH3+]CCO.O=C([O-])c1ccc(O)cc1,3.67
1544225,NC(=O)N,5.81
4119383,O[C@H]1c2ccccc2[C@@H](O)[C@@H]([C@]1(CCC=C(C)C)C)C=C,4.17
7007103,[BH]1234[BH]567[BH]89%10[C]%1115(C#C[Si](C)(C)C)[BH]152[BH]2%12%13[BH]%148([BH]869[BH]637[BH]412[C]%13%1486C#C[Si](C)(C)C)[BH]%10%115%12,4.49
1516970,Br[C@@H]1[C@@H](OC(=O)c2cccc3ccccc23)c2c(CCC1)cccc2,3.0
4066609,Cc1cc(c(N2C(=[Au]Cl)N(C=C2)C)c(c1)C)C,4.06
4072074,P12CC[Si](CC1)(CC2)c1ccccc1,3.35
4028183,[I]1(c2c(C(O1)=O)cccc2)c1c(C)cc(cc1C)C,3.36
4022836,IC(I)CC(=O)O,2.78
4021387,O(C)c1c2cc(cc1COCc1c(O)c(cc(c1)C(C)(C)C)Cc1c(c(cc(c1)C(C)(C)C)COCc1c(O)c(cc(c1)C(C)(C)C)C2)OC)C(C)(C)C,3.57
1505621,CC(C1=CC(=O)C(=CC1=O)C1=CC(=O)C(=CC1=O)C(C)(C)C)(C)C,1.39
4024850,Brc1ccc2N(S(=O)(=O)c3ccccc3)C(OC(=O)C)C(=O)c2c1,2.45
4031853,s1c2ccccc2c2c1n1c(c2)C(c2ccccc2)=c2[n](ccc2)[B]1(F)F,1.52
7151465,O=C(OC)C1(N2C(=O)c3ccccc3C2=O)C(=C)C1,2.87
2223538,Brc1cc(Cc2oc(=O)c3c(c2)cccc3)ccc1,2.8
2104159,C(=O)([C@H](CCC(=O)N)[NH3+])[O-],4.65
4070808,C(C)(C)(C)C(C(n1c(cc(C)n1)C)n1c(C)cc(C)n1)C1=CCC=C1,3.07
2011630,O=C1[C@H](O)[C@@H](O)C(=C1)/C=C/C,2.32
2221770,c12ccccc1CN1C(=O)NC3(C1(C(=O)OCC)N(C2)C(=O)N3)C(=O)OCC,3.92
4066967,[Pd]([NH2]C(Cc1c(cccc1)/C=C/c1ccccc1)(C)C)([NH2]C(Cc1c(cccc1)/C=C/c1ccccc1)(C)C)(Cl)Cl,2.21
1505566,O[C@H]1[C@H]2N([C@H]2CNc2c(c(OCOC)cc(c2)C(=O)OC)[C@H]1CO)C(=O)OC,1.95
2222969,o1c(/C=N/NC(=O)C)ccc1,2.79
2203530,ClC[Si](C)(C)C,5.35
7114924,c1cc(/C=C/c2c(c(c(c(c2F)F)F)F)F)ccc1/C=C/c1ccc(/C=C/c2c(c(c(c(c2F)F)F)F)F)cc1,1.49
2010914,C1CC(=O)N(C1=O)C,4.13
7105420,C(C[N+](C)(C)C)CCCC[N+](C)(C)C.[I-].II.[I-],2.05
7212333,c1(c(c(cc(c1)F)F)F)F,4.23
7205401,C(C)(Cl)(Cl)Cl,4.7
2011396,Clc1c(c(Cl)cc(Cl)c1)[N]#[C],3.48
2218617,c1ccccc1n1ncc(c1N)C(=O)O,3.33
2224102,Clc1cc(ccc1)C(=O)/C=C/c1ccc(Cl)cc1,2.22
2213757,C(=[NH2+])(NCCC[C@@H](C(=O)[O-])[NH3+])N.C(=O)(/C=C/C(=O)[O-])O.O.O,2.67
1506202,S(=O)(=O)(N1CC2=C(C1)CC(=C(CC=C2)C)C)c1ccc(cc1)C,2.87
4069616,[B@@]12([N](C)(C)[C@@H](C)[C@@H]([O]1[Sn]([c]13[Fe]456789%10([c]21[cH]4[cH]5[cH]36)[cH]1[cH]%10[cH]9[cH]8[cH]71)(Cl)(C)C)c1ccccc1)C.ClCCl,2.45
4025398,c12CCCCCn1nn(n2)=O,3.73
2003426,N#CC1CCC(CC1)C#N,6.65
7206942,C([C@H](COc1c(C)cccc1)O)O,3.83
4020535,OB(O)c1c(OC)cc(OC)cc1,3.53
7153331,S(=O)(=O)(N1C(=O)OC(C1=O)(C/C=C\C)c1ccccc1)c1ccc(cc1)C,3.8
7210353,C(=O)(c1nc2ccccc2cc1)NCCNC(=O)c1ccc2ccccc2n1,2.75
2205435,[C@]1([C@@H]([C@H]([C@@H](O1)C)O)O)(CN(Cc1ccccc1)Cc1ccccc1)O,3.64
7216050,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)[C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO,5.59
2226917,Fc1cccc(F)c1C(=O)O,3.16
1506482,S(=O)(=O)(N(C#CC(=O)OCC)Cc1ccc(OC)cc1)c1ccc(C)cc1,3.21
4505913,c1(ccccc1)C(=O)c1c(cc(cc1)O)O,2.8
2012237,N(=O)(=O)[N-]CC[NH3+],3.8
2227340,C1(=O)C=C([C@@H]([C@]2([C@@H]1O2)C)O)OC,3.12
4064594,[cH]12[cH]3[cH]4[cH]5[cH]1[Fe]12345(C#[O])[P](c2nc3ccccc3s2)(c2nc3ccccc3s2)[Fe]2345(C#[O])([cH]6[cH]2[cH]3[cH]4[cH]56)[P]1(c1nc2ccccc2s1)c1nc2ccccc2s1,1.82
2237984,Oc1ccc(=O)n(n1)CN1CCOCC1,2.05
1542640,S1(=O)(=O)N=C(c2c1cccc2)[C@H]1[C@H](c2ccccc2)C=C([C@@]21c1c(N(C2=O)C)cccc1)C(=O)OC.S1(=O)(=O)N=C(c2c1cccc2)[C@@H]1[C@@H](c2ccccc2)C=C([C@]21c1c(N(C2=O)C)cccc1)C(=O)OC,1.8
4026426,c1(cccc2c1cc(c1ccccc21)C)C,3.05
7052667,C(=O)(N)N.C(O)CCCCCCCCCCCCCCCO.C(=O)(N)N,5.1
4085876,c1(ccc(C#C[Si](C)(C)C)n1c1ccccc1)C#C[Si](C)(C)C,2.99
2228619,n1n[nH]c(n1)c1cc[nH+]cc1.[Cl-],1.81
2232575,Cc1cc(C)c([NH3+])cc1.[Cl-],4.23
4111270,O([C@H]1CCCC[C@@H]1c1ccccc1)C(=O)[C@@H](O)[C@H](C(=C)C)C(C)C.O([C@@H]1CCCC[C@H]1c1ccccc1)C(=O)[C@H](O)[C@@H](C(=C)C)C(C)C,4.42
7219099,[NH2+](CC(=O)[O-])C,5.24
7110390,c1(ccc(cc1)C#C)C(c1ccc(cc1)C#C)(c1ccc(cc1)C#C)c1ccc(cc1)C#C,3.49
7225500,[O-]/N=N/c1nnn(C)n1.C(=[NH2+])(NN)NN,2.41
4021165,[Br-].[Br-].C1c2c(cccc2)C[n+]2cn(Cc3nc(C[n+]4cn1cc4)ccc3)cc2.OC,3.05
2225706,O=C1N(C(=O)c2ccccc2C1(O)Cc1oc(nc1C)C)C,2.73
1008787,C(=O)(N)N,5.11
4061333,s1c(ccc1c1sc(cc1)P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,2.65
2104168,N#C[C@H]([C@@H](OC(=O)c1ccccc1)C#N)OC(=O)c1ccccc1,3.49
4079901,[Sb](Sc1ccccc1)(Sc1ccccc1)c1c(/C=N/c2c(cccc2C(C)C)C(C)C)cccc1,2.16
7151952,Clc1c(Cl)ccc(c1)[C@@H]([C@H]1OC(=O)C=C1)CC(=O)c1ccccc1,3.1
7225630,C(=O)([C@@H]([C@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-].C(=O)([C@H]([C@@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-],3.6
4070748,[Bi]1([O]2B(OC(C2(C)C)(C)C)c2c1cccc2F)(c1ccccc1)c1ccccc1,3.21
1504703,[C@@H]12c3cccc(c3C(=C)[C@H](CO2)O1)C,3.42
